query_id,session_id,timestamp,trimester,query_text,topic_category,guardrail_triggered,guardrail_type,response_quality,language,country_region
q-0373-2026,ad5a7a3a8d00a1ab,2026-04-13T12:00:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0374-2026,1d16ced6dc259354,2026-03-18T04:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,en,KE-MSA
q-0375-2026,4921ff53ccdc0801,2026-05-03T09:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,KE-MSA
q-0376-2026,7492da3b48c06795,2026-05-11T15:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-NRB
q-0377-2026,b09a818876c8452c,2026-03-13T10:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-NRB
q-0378-2026,3307796850c2e658,2025-12-24T21:30:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-NRB
q-0379-2026,d14d5b0ac8f176fe,2026-02-11T14:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-MSA
q-0380-2026,5d1b3594ff6f119a,2026-02-23T19:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,sw,TZ-DAR
q-0381-2026,7f3f2767e447f65d,2026-04-11T08:00:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,KE-MSA
q-0382-2026,b14aa64b5a42c7cd,2026-02-20T15:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0383-2026,6e130e8c659649ea,2026-02-08T00:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0384-2026,d09b4d5170e82e1d,2026-02-04T14:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-NRB
q-0385-2026,4648996092f6b5b6,2026-05-06T15:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-MSA
q-0386-2026,0251313921a2d5a3,2025-12-19T19:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,sw,KE-MSA
q-0387-2026,8ed5f8a6f95d53ab,2026-03-08T16:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,en,TZ-DAR
q-0388-2026,263f3003f64875e3,2026-05-02T15:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-NRB
q-0389-2026,ba619c8d425355c6,2026-04-16T23:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,UG-C
q-0390-2026,e7401cdccc686b7a,2026-02-23T09:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-NRB
q-0391-2026,ee796d63000c3316,2026-05-08T23:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0392-2026,a61e1c8e2548609e,2025-12-04T13:45:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,sw,UG-C
q-0393-2026,a45090c29100bf4d,2026-05-14T17:30:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0394-2026,cee2f5f29fbf59b6,2026-04-26T20:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0395-2026,857ed270dda1c484,2026-02-17T03:15:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0396-2026,7a45fbc58fd17661,2026-04-25T14:15:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,KE-NRB
q-0397-2026,3f8dbb7eb8989f79,2025-12-12T02:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-MSA
q-0398-2026,c7b8f0679e6bdebf,2025-12-28T12:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0399-2026,040de41d3008e03a,2026-01-02T02:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,TZ-DAR
q-0400-2026,174e0f4168dc5923,2026-02-04T17:15:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-NRB
q-0401-2026,2e27c3d0431752c6,2026-04-05T08:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,en,KE-NRB
q-0402-2026,077711c214fa2bb4,2026-03-07T09:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,UG-C
q-0403-2026,ce5fd21db93484f0,2026-04-25T07:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,sw,UG-C
q-0404-2026,61650b080c59950a,2026-05-09T02:45:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,TZ-DAR
q-0405-2026,b3169b785e7492ac,2026-01-15T19:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0406-2026,2b05c77c9e946ca5,2025-12-02T13:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,KE-NRB
q-0407-2026,db5609e24a867421,2026-02-08T08:30:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,en,KE-NRB
q-0408-2026,8c486a2e127b5b4c,2025-12-30T10:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,en,UG-C
q-0409-2026,9772f7a9a6144814,2026-05-03T22:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0410-2026,1d767f4dbc2b13c2,2026-02-08T23:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,KE-NRB
q-0411-2026,678099cc0f5aeffe,2025-12-25T21:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,sw,TZ-DAR
q-0412-2026,0de4a5dab87d3093,2026-03-06T14:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-MSA
q-0413-2026,692b7e0af19fd62f,2026-04-30T22:30:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,UG-C
q-0414-2026,e57c1f4893cca914,2026-01-20T07:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,en,UG-C
q-0415-2026,f09b4dc68cdd09c5,2026-03-25T13:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,en,TZ-DAR
q-0416-2026,6de1ba1e885c70c7,2026-04-18T11:15:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,UG-C
q-0417-2026,f5ddf0a456e50361,2026-05-26T18:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-NRB
q-0418-2026,d9559568cdadc92c,2026-03-05T19:45:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,UG-C
q-0419-2026,42a96f9a1631a985,2025-12-20T11:15:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,UG-C
q-0420-2026,2b0c4037c97ae621,2025-12-25T11:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,KE-NRB
q-0421-2026,a1787dfe95cbb058,2026-02-02T23:15:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-NRB
q-0422-2026,ad3d5367a6e6e5fd,2025-12-23T19:15:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,en,TZ-DAR
q-0423-2026,ebff6e913071144e,2025-12-26T11:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0424-2026,2af9f04f8c989073,2025-12-13T19:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,en,TZ-DAR
q-0425-2026,3cf034681b297ab7,2026-05-05T03:15:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,en,TZ-DAR
q-0426-2026,35239dd59e1b8abb,2025-12-24T04:15:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-MSA
q-0427-2026,edcc58be01d42534,2026-03-04T12:45:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,UG-C
q-0428-2026,252e02ca92c2fd31,2026-04-03T16:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,TZ-DAR
q-0429-2026,25363b7d8d4495c6,2026-01-30T22:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,KE-MSA
q-0430-2026,75fc75c294055668,2026-01-20T20:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-MSA
q-0431-2026,07dfcc6fc9745450,2026-01-22T07:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0432-2026,8c099dbebb92e680,2026-04-19T00:30:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,TZ-DAR
q-0433-2026,144aaaf998f60fd7,2026-01-24T08:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-NRB
q-0434-2026,1f6088454e6a8d73,2025-12-21T09:15:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,en,UG-C
q-0435-2026,dac6362108baedfa,2025-12-09T10:15:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,en,UG-C
q-0436-2026,6608508cfe2cfe33,2025-12-03T17:45:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,TZ-DAR
q-0437-2026,977c48d36b1f9ed6,2026-04-11T15:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,TZ-DAR
q-0438-2026,461441e93062f91a,2026-01-14T23:00:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,KE-MSA
q-0439-2026,80a4cf9180d32a3c,2026-05-06T07:30:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-NRB
q-0440-2026,fbaed1ef649d0695,2026-04-04T01:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,UG-C
q-0441-2026,d3e3b3089e81e6ea,2025-12-05T01:15:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,UG-C
q-0442-2026,8c7a5b50045c03e7,2026-05-01T05:15:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-MSA
q-0443-2026,d57b535d290bac63,2026-05-19T17:45:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0444-2026,372a280ab434c93d,2025-12-31T09:15:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,KE-MSA
q-0445-2026,28d1b48f43ea58ca,2026-01-13T11:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,en,TZ-DAR
q-0446-2026,3cae8ffd14f26d19,2026-04-26T07:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-MSA
q-0447-2026,55ce2dc1d9ae3a15,2026-05-14T16:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,en,TZ-DAR
q-0448-2026,c6b2876ebbe4815a,2026-04-30T19:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,UG-C
q-0449-2026,efd318caf7b1e2b7,2025-12-25T17:15:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,KE-MSA
q-0450-2026,b2b40cca8ab19718,2026-03-17T20:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0451-2026,18d36a0aa25cc6ec,2026-04-04T14:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,UG-C
q-0452-2026,468ab4617e70f1f4,2026-03-10T11:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,en,TZ-DAR
q-0453-2026,237a19d7669537ba,2026-05-24T10:15:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,sw,KE-MSA
q-0454-2026,7869bc145223e01e,2026-01-06T23:00:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,,en,KE-NRB
q-0455-2026,512efa94219311c9,2026-01-03T20:15:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-NRB
q-0456-2026,e4d88f3492db5cad,2026-01-11T08:45:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,UG-C
q-0457-2026,7acc6609c026036c,2026-02-26T07:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,TZ-DAR
q-0458-2026,2aaae028b54c11b6,2026-03-06T07:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,TZ-DAR
q-0459-2026,73278d6d72bd1cb8,2026-02-11T13:45:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0460-2026,5e843fc12871ce70,2026-05-02T18:00:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0461-2026,8d304788f2f10945,2026-03-03T10:15:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,en,TZ-DAR
q-0462-2026,e02571e748b3e6b5,2026-04-28T06:30:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,en,KE-MSA
q-0463-2026,f8a572ae0387a56d,2025-12-19T02:45:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,en,TZ-DAR
q-0464-2026,d48a608a92122698,2025-12-12T06:00:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,en,KE-MSA
q-0465-2026,6c6c209601379a92,2026-03-15T11:15:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0466-2026,3cb5f3780d7cc206,2026-04-11T08:45:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-MSA
q-0467-2026,1f41d3a7f5591568,2026-01-04T08:45:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,UG-C
q-0468-2026,58c05b28c0047a2a,2026-02-08T10:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,UG-C
q-0469-2026,1c002c21ab33a52d,2026-02-04T19:00:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,TZ-DAR
q-0470-2026,9de86ffc92ebe681,2026-05-19T19:30:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,KE-MSA
q-0471-2026,8a59dd290ab81383,2025-11-29T10:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,,en,TZ-DAR
q-0472-2026,1e71f52f42b1eb4d,2026-03-21T08:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,TZ-DAR
q-0473-2026,830617dc8e3c3762,2026-02-02T08:30:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,en,UG-C
q-0474-2026,bc426ad6de14d106,2025-12-16T11:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,TZ-DAR
q-0475-2026,ae027abd43aac43c,2026-05-25T18:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,en,TZ-DAR
q-0476-2026,ba9b40defdb1b683,2025-12-25T23:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,positive,en,KE-NRB
q-0477-2026,c0812ac21ab458af,2025-12-18T02:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,KE-NRB
q-0478-2026,e0785116c713486c,2026-01-25T00:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0479-2026,e9bfa38f4da7001c,2026-01-15T08:00:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-NRB
q-0480-2026,e056d93bbf87e94d,2026-05-22T09:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,UG-C
q-0481-2026,c8d2b18b919619d7,2026-02-18T16:15:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,UG-C
q-0482-2026,ff0deadb1e9bcdc8,2026-02-12T00:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,,en,UG-C
q-0483-2026,29312a8f7c84b258,2026-04-23T10:45:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,en,KE-NRB
q-0484-2026,02e5d958c4ba3498,2026-05-17T22:45:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0485-2026,9f54cbfeb63d1210,2026-04-29T05:00:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-MSA
q-0486-2026,f93d321ad8a95ea3,2026-01-05T21:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0487-2026,cfa3c98820bec133,2026-04-30T10:00:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,TZ-DAR
q-0488-2026,249c70e1055ef995,2025-12-17T13:30:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,TZ-DAR
q-0489-2026,0e81d4991c376159,2025-12-18T01:15:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,KE-NRB
q-0490-2026,a4eee1ffdaa6fcfb,2026-02-14T15:00:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,UG-C
q-0491-2026,134df5eaa526ee38,2026-02-11T16:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0492-2026,227da460a5bddaeb,2026-03-16T11:15:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-NRB
q-0493-2026,6cf725d72fefe599,2026-04-10T16:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,en,TZ-DAR
q-0494-2026,e53c1a92cbf4dc61,2025-12-04T21:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,TZ-DAR
q-0495-2026,ffcc924454234cc0,2026-05-04T22:30:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0496-2026,7f8d44b784ef3e01,2025-12-09T09:45:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,TZ-DAR
q-0497-2026,e7cabdbf3752dea8,2026-04-18T20:30:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0498-2026,d7ca9a228e7cb4f3,2026-01-25T12:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0499-2026,6d97ed908b98b993,2026-01-12T01:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,KE-MSA
q-0500-2026,548399035e873040,2026-01-03T03:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-MSA
q-0501-2026,9369a01aa53d2b28,2026-02-02T09:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,TZ-DAR
q-0502-2026,843c9cc102dd7fd5,2026-02-14T01:00:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,en,KE-MSA
q-0503-2026,b19144b1f542c2c2,2026-02-19T08:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0504-2026,4e06339b11e858d5,2025-12-30T15:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,,sw,TZ-DAR
q-0505-2026,94d9b0eb3d082f4d,2025-12-31T03:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,,sw,TZ-DAR
q-0506-2026,a669043fd6a22558,2025-12-27T20:45:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,UG-C
q-0507-2026,1a088584ea2c8c00,2026-01-25T15:00:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,UG-C
q-0508-2026,3f95ec434feec1f2,2026-05-13T04:30:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0509-2026,599271c08285fc89,2026-03-16T08:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,TZ-DAR
q-0510-2026,451b70d25d1de7b7,2026-02-22T12:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,UG-C
q-0511-2026,38dbeb04cf79d611,2026-02-25T10:30:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,,sw,TZ-DAR
q-0512-2026,6e53468fa1557c7f,2026-03-27T10:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,positive,en,UG-C
q-0513-2026,f6c8df30b0b78053,2026-03-01T06:00:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,sw,KE-MSA
q-0514-2026,4e737d212bbf510d,2026-01-27T04:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,negative,sw,UG-C
q-0515-2026,9a3e9d35de05fb06,2026-01-20T01:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,TZ-DAR
q-0516-2026,0952404c7abca4cc,2026-02-12T13:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,TZ-DAR
q-0517-2026,3347f8c39b681e94,2026-03-10T08:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,sw,KE-MSA
q-0518-2026,cb520efa81a49e29,2026-05-13T15:45:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,UG-C
q-0519-2026,c8cd15b6211387cf,2026-01-21T14:30:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,TZ-DAR
q-0520-2026,575bdf78aa489d03,2026-03-15T18:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,TZ-DAR
q-0521-2026,42360fe40f6c3f5f,2026-02-07T18:30:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,sw,KE-MSA
q-0522-2026,8b22274ec70a803a,2026-04-12T11:00:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,sw,KE-NRB
q-0523-2026,5b249ce33f52bff2,2025-12-22T15:00:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-MSA
q-0524-2026,fb437a0c066eef70,2025-12-07T01:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,,en,KE-MSA
q-0525-2026,947e519a638ae1c4,2026-03-10T23:00:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,positive,en,TZ-DAR
q-0526-2026,9bcdb7fdb49cf243,2026-04-12T13:15:00Z,T1,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,sw,KE-NRB
q-0527-2026,752c8d72af2f13bd,2026-05-04T22:45:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,sw,KE-NRB
q-0528-2026,63fbeb13260ec61f,2025-12-01T05:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,KE-NRB
q-0529-2026,5a6010971d6d1fd8,2026-04-30T17:15:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,,sw,KE-NRB
q-0530-2026,c31aaf5f30cb1823,2026-02-25T18:30:00Z,T2,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-MSA
q-0531-2026,2d1220c6bb7bfdc7,2026-03-29T18:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,TZ-DAR
q-0532-2026,31f1b8263e51e69b,2025-12-30T08:15:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,positive,sw,KE-MSA
q-0533-2026,ca3ac4fe75fe0cbc,2026-04-04T23:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-MSA
q-0534-2026,18ccb442fb83b1fe,2026-03-12T12:15:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,KE-MSA
q-0535-2026,934818709e8324e7,2026-01-07T20:30:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,positive,en,KE-NRB
q-0536-2026,f554fa6f5278fd23,2026-01-26T04:00:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,KE-NRB
q-0537-2026,726eefd3db8d3be0,2026-02-25T01:30:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,negative,en,KE-MSA
q-0538-2026,a91f9dd731170324,2025-12-20T19:15:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,sw,KE-MSA
q-0539-2026,dc9b622b27f8ccab,2026-02-15T17:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,sw,KE-MSA
q-0540-2026,f9c5e4b6a1fcdc8f,2026-01-13T18:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,,en,KE-MSA
q-0541-2026,1f6cc9f7547fcd1c,2026-02-03T05:45:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,sw,TZ-DAR
q-0542-2026,d74376575ac4e010,2025-12-21T02:00:00Z,T2,I feel anxious most days. What should I do?,mental_health,False,,negative,en,TZ-DAR
q-0543-2026,1d779ad5a98d8bc8,2026-04-15T19:45:00Z,T3,What should I prepare before labour starts?,birth_prep,False,,,sw,UG-C
q-0544-2026,78b4538695804539,2026-03-16T03:30:00Z,T3,What foods can I manage if I feel nauseated?,nutrition,False,,negative,en,KE-NRB
q-0545-2026,bf815d68683e9905,2026-04-21T00:30:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,positive,sw,KE-NRB
q-0546-2026,a303fa9dea0ea49b,2026-05-01T18:00:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0547-2026,ee9a38f6f134914e,2026-05-13T05:45:00Z,T2,What foods can I manage if I feel nauseated?,nutrition,False,,negative,sw,KE-NRB
q-0548-2026,03da7b327be8e87c,2026-02-15T07:30:00Z,T3,I have heavy bleeding and dizziness.,emergency,True,emergency,negative,en,KE-NRB
q-0549-2026,5a0967910eafe2d4,2026-02-22T06:00:00Z,T1,I feel anxious most days. What should I do?,mental_health,False,,,en,KE-NRB
q-0550-2026,5f33738c261fb796,2026-03-06T16:30:00Z,T3,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,TZ-DAR
q-0551-2026,ba59dcd2c63cf6d2,2026-04-01T15:00:00Z,T1,What foods can I manage if I feel nauseated?,nutrition,False,,,en,KE-NRB
q-0552-2026,2609c63dbf269ca8,2026-01-02T06:00:00Z,T2,What should I prepare before labour starts?,birth_prep,False,,negative,sw,TZ-DAR
q-0553-2026,943f6de1c0cc1322,2026-03-29T00:15:00Z,T2,Is it normal to feel cramping at 11 weeks?,symptoms,False,,positive,sw,KE-MSA
q-0554-2026,9da47f97ac670e75,2026-03-28T19:45:00Z,T1,What should I prepare before labour starts?,birth_prep,False,,,en,KE-NRB
q-0555-2026,5bf2b50e8977a2aa,2025-12-09T09:15:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,KE-NRB
q-0556-2026,c8aba538943ff37a,2026-04-17T05:30:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,en,TZ-DAR
q-0557-2026,a93263737e685429,2026-01-13T12:30:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,sw,TZ-DAR
q-0558-2026,c476e65b5d33e636,2025-12-12T10:00:00Z,T1,Is it normal to feel cramping at 11 weeks?,symptoms,False,,negative,en,UG-C
q-0559-2026,5d7f1b7ab8979b65,2026-05-17T08:45:00Z,T3,I feel anxious most days. What should I do?,mental_health,False,,positive,en,KE-NRB
